48:7,1,6,8,7,3,3,8,3,4,1,9,4,9,6,5,7,4,5,2,6,1,5,4,2,4,4,8,6,8
49:9,4,3,4,3,2,9,3,5,3,5,3,6,3,2,9,6,3,1,7,4,9,3,9,4,4,6,2,8,8
50:6,5,9,4,1,2,2,9,3,9,8,6,9,3,8,5,4,9,6,2,6,2,4,4,8,4,9,2,4,6
51:5,7,4,7,4,7,3,9,4,4,8,3,5,2,7,6,8,1,5,1,1,5,1,2,9,5,9,9,7,6
52:8,7,3,2,2,5,5,1,2,3,8,5,2,3,2,1,9,6,5,5,5,3,5,3,9,1,1,2,3,9
53:8,2,9,5,7,2,6,1,7,2,7,4,3,2,2,2,4,2,3,4,7,4,1,5,3,5,9,4,7,8
54:3,4,3,3,5,9,2,9,6,2,1,5,9,6,6,5,8,5,9,1,5,6,9,3,4,2,1,9,2,9
55:5,5,8,9,2,9,2,7,6,3,3,2,3,8,3,4,2,6,9,3,3,7,3,8,7,9,2,3,1,5
56:4,1,4,5,1,2,7,5,1,5,2,4,1,6,3,2,1,6,6,8,5,9,5,3,5,8,5,8,6,7
57:8,2,3,8,6,6,9,6,9,8,1,8,1,7,4,4,8,9,1,7,5,1,6,5,8,5,2,7,6,2
58:6,6,9,7,1,2,8,4,2,6,5,9,8,7,9,7,2,7,9,2,9,9,8,1,8,4,8,1,1,5
59:2,5,2,3,2,5,2,8,4,6,4,3,6,7,9,4,8,3,7,6,9,2,9,7,1,5,3,1,7,1
60:5,9,8,5,9,5,3,8,2,2,6,9,8,5,8,8,2,2,6,9,7,7,8,3,5,6,1,7,7,8
61:4,3,8,3,9,9,8,4,9,1,6,4,4,1,1,6,7,2,3,7,6,9,6,6,3,8,6,1,7,4
62:1,8,3,2,1,3,8,5,4,1,1,9,1,7,2,6,9,4,3,7,3,1,2,4,8,3,6,6,9,3
63:5,7,3,6,5,1,9,7,6,3,2,7,8,8,5,4,2,4,7,5,5,4,1,5,7,7,6,8,5,1
64:4,3,8,5,4,6,7,3,9,4,7,5,1,4,5,3,8,2,4,7,5,1,9,4,3,1,6,3,2,2
65:6,3,2,3,7,4,1,7,4,3,5,9,3,2,8,6,5,1,9,7,4,3,9,2,8,8,8,4,8,6
66:6,9,8,6,8,5,1,5,2,2,4,3,5,8,7,2,4,1,3,6,3,2,8,8,2,3,5,9,4,7
67:9,2,2,4,5,6,5,7,3,3,2,9,4,1,5,1,9,3,6,1,4,3,8,1,6,6,8,3,2,7
68:6,3,3,7,4,9,3,7,2,5,1,6,8,8,9,3,8,5,6,9,1,3,7,2,7,3,7,7,4,8
69:5,5,3,9,4,2,4,1,1,4,4,8,7,5,8,7,9,8,7,6,2,9,5,7,3,4,4,9,2,4
70:3,1,3,1,8,4,3,8,2,3,6,5,9,9,4,9,8,8,8,5,8,3,6,5,1,3,7,7,5,8
71:1,5,5,5,4,2,6,6,9,6,4,5,2,8,1,5,5,1,1,8,4,3,5,9,8,1,1,9,7,7
72:9,1,5,7,8,7,5,3,9,5,2,3,5,6,2,6,8,6,8,1,7,9,9,4,9,1,4,7,7,4
73:6,9,8,6,8,5,1,5,2,7,4,3,5,8,7,2,4,1,3,6,3,2,8,8,2,3,5,9,4,9
74:8,5,7,8,7,2,4,6,1,6,9,3,2,5,4,4,1,8,2,4,9,7,4,4,8,5,5,1,7,8
75:4,1,7,7,3,1,4,7,5,5,4,5,6,9,7,3,3,4,8,2,7,9,1,6,8,7,4,8,1,1
76:9,3,6,7,9,9,8,4,5,9,5,5,7,6,8,2,7,6,4,6,1,1,2,8,7,1,5,5,9,4
77:6,6,3,6,9,2,3,8,1,1,4,1,8,4,5,1,9,4,6,9,7,9,2,8,5,2,2,1,4,7
78:9,8,1,9,7,3,2,4,6,4,4,7,2,1,2,9,1,4,1,8,6,9,2,2,5,3,6,2,2,4
79:1,6,9,9,4,1,3,4,3,4,9,9,1,9,1,7,6,5,6,4,1,3,5,5,7,4,8,2,1,6
80:5,8,5,9,8,3,5,1,1,8,9,7,3,7,2,9,3,4,5,6,4,3,7,2,6,4,9,6,3,9
81:7,9,9,8,7,5,6,4,7,8,2,4,8,7,6,3,1,6,9,9,2,4,2,6,7,6,2,4,4,4
82:6,7,6,6,9,3,2,4,4,5,8,3,1,9,4,7,7,7,4,7,2,7,8,6,5,8,5,2,8,8
83:6,9,1,4,4,8,3,5,7,7,3,5,2,9,3,1,8,9,5,3,3,9,3,2,2,3,9,2,3,6
84:6,5,7,5,6,4,4,2,1,3,5,3,5,4,6,1,5,5,3,1,9,6,4,1,8,8,7,6,9,5
85:2,3,7,9,8,4,6,6,9,5,1,5,1,9,6,2,2,2,9,8,4,4,6,6,3,2,4,8,4,2
86:9,2,8,7,1,5,1,7,3,6,3,1,9,7,3,9,1,3,8,8,1,4,6,1,3,5,4,8,1,4
87:3,1,4,8,7,5,3,5,9,8,5,1,8,7,9,6,1,6,5,3,6,1,3,3,4,8,8,2,8,5
88:3,1,1,6,1,3,2,3,9,5,8,7,3,4,8,1,9,6,4,7,9,2,3,9,2,5,5,9,2,4
89:6,7,1,7,5,1,8,1,4,4,2,1,4,9,3,9,7,3,6,3,3,3,9,7,8,4,4,1,1,7
90:1,5,3,9,8,4,7,2,2,9,3,1,5,2,4,4,6,9,7,3,2,6,9,1,9,9,3,5,7,3
91:7,3,7,1,8,6,2,1,7,2,9,2,5,7,2,4,4,1,9,2,2,8,4,9,7,3,2,1,4,9
92:5,6,9,1,9,4,3,8,7,4,2,5,3,2,2,4,9,7,6,5,9,1,7,8,5,6,3,1,2,1
93:1,9,2,7,5,6,9,4,3,4,1,2,8,4,3,7,6,9,5,6,7,5,9,5,7,4,7,2,8,6
94:8,8,3,8,2,1,4,7,3,3,5,9,8,7,3,4,5,2,1,5,4,6,4,5,9,7,1,4,2,8
95:8,2,7,2,6,9,8,4,1,3,9,6,2,2,8,9,9,8,7,2,9,4,9,9,4,1,7,6,7,3
96:7,5,6,1,7,1,5,3,5,1,3,8,3,7,5,4,4,6,1,4,8,4,4,6,9,9,1,8,9,4
97:8,9,7,3,2,3,7,8,4,6,1,5,8,1,6,7,2,1,7,1,3,9,8,9,9,4,8,1,3,9
98:9,4,3,4,3,2,9,3,5,3,5,3,6,3,2,9,6,3,1,7,7,9,3,9,4,4,6,2,8,8
99:9,8,3,5,4,5,4,5,5,9,1,4,9,4,4,5,5,4,4,4,6,1,5,8,7,5,2,1,5,1
100:7,1,4,3,8,4,6,6,7,3,3,1,4,5,6,8,5,2,3,4,2,1,1,2,5,7,8,8,2,2
101:2,6,8,6,8,9,2,5,3,4,6,3,3,4,8,8,7,9,2,4,7,2,1,8,8,5,8,3,7,7
102:4,7,5,3,6,3,4,8,9,8,7,3,2,1,6,1,6,4,4,7,8,2,7,5,2,9,2,9,6,8
103:4,9,5,4,1,2,4,6,5,5,9,7,4,4,2,7,4,2,4,3,8,2,6,4,4,6,2,5,1,7
104:4,7,7,1,2,5,7,5,4,1,1,8,2,5,3,3,5,5,3,2,1,3,2,9,6,1,2,5,1,6
105:5,1,7,2,6,8,6,9,2,5,2,2,8,3,3,8,6,1,2,9,3,5,8,7,5,5,7,9,2,6
106:3,2,4,8,1,8,3,7,7,4,9,7,7,4,2,5,2,9,1,7,4,3,6,3,3,2,2,9,5,6
107:3,7,4,2,5,9,5,5,5,8,4,2,5,2,8,3,2,3,4,1,1,1,9,6,4,6,2,6,4,5
108:3,1,3,1,8,4,3,8,2,3,6,5,9,9,4,9,8,8,8,5,8,3,6,5,1,3,7,7,5,8
109:9,5,3,1,2,8,4,2,8,1,3,8,3,7,3,7,5,6,5,7,5,5,6,3,8,1,4,1,6,4
110:1,6,7,7,5,9,7,4,9,2,2,4,7,6,9,6,7,2,2,2,1,8,2,1,9,2,5,1,6,2
111:5,8,8,5,6,2,8,7,4,9,1,2,2,4,3,1,1,2,8,8,2,4,5,2,8,9,5,2,9,7
112:8,8,9,4,5,6,6,5,7,8,4,9,1,6,2,3,5,4,4,4,5,7,3,5,6,9,5,7,7,9
113:4,4,9,4,2,7,1,6,1,2,2,7,8,3,9,1,9,7,8,2,7,1,1,7,3,3,9,8,7,1
114:3,7,2,6,9,2,9,6,1,1,5,2,4,7,9,4,2,6,3,5,2,5,4,9,2,5,8,5,3,4
115:3,9,9,3,7,1,8,7,5,3,8,7,8,7,9,5,3,5,4,6,3,3,8,1,9,5,2,1,3,8
116:5,6,1,7,9,4,5,1,2,9,5,5,7,6,1,1,2,2,9,7,1,7,1,1,1,5,3,9,2,5
117:8,7,5,8,1,3,4,2,6,1,4,4,9,6,7,6,4,9,9,3,1,7,2,4,8,2,7,6,3,4
118:2,7,3,1,5,3,9,2,1,1,1,2,6,4,9,2,2,2,4,3,4,1,3,7,3,9,5,8,5,8
119:8,3,3,1,7,8,2,8,4,8,5,6,9,8,4,8,3,7,3,3,5,7,2,3,8,2,6,1,6,4
120:3,6,8,1,5,8,6,5,7,1,5,6,5,4,5,3,6,6,6,3,6,6,9,7,6,6,1,2,9,6
121:2,5,6,9,3,5,7,7,5,1,4,3,2,7,2,1,3,3,7,2,2,2,3,8,5,5,6,1,3,4
122:8,9,5,1,4,9,5,5,4,7,2,2,8,9,4,5,7,1,9,3,9,5,1,2,9,4,1,6,6,6
123:8,8,4,4,2,3,3,7,2,9,3,4,1,8,8,5,8,1,7,6,9,6,4,4,5,1,6,6,7,6
124:5,6,3,9,5,2,6,1,2,1,5,2,8,9,4,6,4,7,4,7,4,2,6,6,6,6,4,3,5,6
125:4,8,1,8,3,5,9,3,9,5,4,8,7,6,6,1,3,5,1,8,7,6,7,4,6,8,1,1,8,4
126:9,2,1,1,6,1,8,1,6,4,3,2,9,8,8,1,5,6,6,4,2,3,3,7,6,2,4,7,7,9
127:7,6,2,7,1,5,3,7,1,6,4,7,5,7,1,6,8,1,5,9,6,6,2,5,3,4,3,2,9,4
128:4,1,6,7,5,9,7,1,4,7,7,7,6,4,7,4,4,2,5,8,9,4,3,2,9,4,6,6,5,6
129:1,2,2,2,7,6,4,9,1,6,1,1,4,3,4,8,2,3,9,4,8,5,9,4,8,3,6,1,6,2
130:8,3,2,7,6,6,7,4,3,5,9,1,9,6,1,7,8,1,1,7,7,7,4,4,7,3,5,7,6,5
131:3,9,6,4,1,4,9,5,1,9,7,3,9,6,9,2,3,5,5,5,8,7,8,5,8,1,8,5,7,9
132:9,4,6,3,2,6,6,5,9,2,6,4,3,1,7,7,5,6,1,2,7,6,5,6,1,5,6,9,6,7
133:7,2,4,1,3,2,5,5,6,1,8,8,5,6,2,7,2,1,4,2,6,6,2,2,2,1,6,6,4,4
134:9,7,1,5,8,5,7,8,4,8,9,3,8,1,9,2,3,8,9,4,3,3,2,6,8,5,8,1,3,2
135:5,7,8,5,8,8,3,5,2,3,8,9,5,1,4,6,7,4,8,7,9,3,4,6,9,8,9,5,1,5
136:5,9,6,3,1,7,7,4,5,2,2,9,7,9,7,4,1,9,7,9,4,4,1,6,1,7,4,1,2,8
137:7,2,5,9,1,4,9,9,7,7,8,8,2,4,1,6,2,7,8,9,7,7,7,5,3,6,5,2,5,7
138:7,5,6,1,7,1,5,3,5,1,3,8,3,7,5,4,3,6,1,4,8,4,4,6,9,9,1,8,9,2
139:7,8,1,8,3,8,8,9,5,6,5,6,3,7,1,4,1,4,6,8,5,1,7,1,9,1,2,9,9,2
140:3,2,8,1,1,1,3,8,6,5,7,3,8,1,4,6,7,2,3,6,8,1,6,2,7,6,4,2,2,7
141:3,8,1,8,6,1,4,7,4,1,2,3,4,8,9,5,2,3,1,4,4,1,7,7,9,1,4,2,6,5
142:2,7,3,1,5,3,9,2,1,1,1,2,6,4,9,2,2,2,4,3,4,4,3,7,3,9,5,8,5,7
143:3,5,8,8,2,7,4,5,5,7,6,7,9,1,2,3,6,3,5,8,6,7,6,7,7,9,8,1,7,2
144:7,2,2,4,5,6,5,7,3,3,2,9,4,1,5,1,9,3,6,1,4,3,8,1,6,6,8,3,2,5
145:4,8,6,6,4,8,3,3,6,3,8,6,7,3,2,1,7,8,8,1,9,4,9,5,6,5,5,6,5,6
146:3,1,9,9,1,1,5,8,9,4,7,9,9,2,1,6,8,7,3,9,7,2,9,4,3,5,2,7,5,3
147:7,8,1,5,1,2,6,7,9,9,3,7,9,4,2,3,4,3,4,7,9,1,9,9,6,5,6,7,6,8
148:7,3,8,3,6,9,6,6,9,8,8,8,7,7,8,8,4,5,8,4,2,3,2,7,1,4,5,3,4,1
149:9,4,3,4,3,2,9,3,5,3,5,3,6,3,2,9,6,3,1,7,7,9,3,9,4,4,6,2,8,3
150:2,7,6,5,6,6,3,7,9,9,5,4,8,6,7,4,3,9,8,3,5,8,2,8,1,4,2,2,9,2
151:8,8,3,8,2,1,5,7,3,3,5,9,8,7,3,4,5,2,1,5,4,6,4,5,9,7,1,4,2,8
152:2,6,9,2,9,9,4,6,7,4,1,3,4,5,2,9,3,8,2,2,9,6,5,3,9,6,2,3,8,3
153:9,6,2,8,1,8,9,5,9,9,8,3,1,7,3,4,5,4,5,8,1,1,6,1,6,5,7,6,9,7
154:7,4,9,2,1,6,7,4,5,2,9,4,3,3,4,5,1,8,5,2,8,2,4,8,1,9,1,7,3,1
155:9,3,4,9,3,6,7,6,1,2,1,4,8,5,3,5,4,6,4,7,1,7,7,4,8,1,6,1,2,5
156:6,9,1,4,4,8,3,5,7,7,3,5,2,9,3,1,8,9,5,3,3,9,3,2,2,3,9,2,3,8
157:1,6,7,7,5,9,7,9,9,2,2,4,7,6,9,6,7,2,2,2,1,8,2,1,9,2,5,1,6,6
158:3,1,3,1,8,4,3,8,2,3,6,5,9,9,4,9,8,8,8,5,8,3,6,5,1,3,7,7,5,4
159:9,2,3,6,7,8,6,3,3,3,3,2,1,7,8,8,4,2,2,7,2,7,6,4,9,3,6,8,4,6
160:5,9,1,6,5,8,9,7,4,3,8,9,5,3,3,6,5,1,3,6,3,1,6,2,7,3,2,4,8,4
161:7,9,9,8,9,2,2,7,3,2,2,7,2,8,9,2,4,6,3,4,1,1,2,8,1,1,4,8,7,3
162:9,6,7,8,4,8,8,7,9,4,7,6,8,6,5,1,8,4,3,6,2,2,2,1,7,6,7,8,3,2
163:9,2,2,4,5,6,5,7,3,3,2,9,4,1,5,1,9,3,6,1,4,3,8,1,6,6,8,3,2,5
164:6,1,5,5,9,8,7,8,9,1,3,1,5,3,2,3,1,9,3,8,6,2,4,4,8,1,8,5,2,4
165:2,8,1,1,6,4,1,7,8,3,4,1,8,9,1,4,4,2,2,3,4,7,1,2,1,1,8,2,4,4
166:1,6,3,5,5,8,2,3,5,5,5,9,2,9,2,9,6,8,8,4,9,3,5,8,3,1,3,7,8,1
167:7,9,2,4,5,7,5,8,2,9,1,6,2,1,1,2,9,4,1,5,4,1,4,6,4,4,2,7,2,1
168:4,4,9,4,2,7,1,6,1,2,2,7,8,3,9,1,9,7,8,2,7,1,1,7,3,3,9,8,7,3
169:6,2,8,8,6,2,9,4,2,6,3,8,8,8,8,1,1,1,3,2,5,1,5,5,8,3,3,1,6,2
170:6,3,7,9,5,9,9,4,6,8,7,5,2,7,6,9,7,3,9,5,3,1,6,4,4,7,3,5,9,4
171:9,1,1,3,5,8,4,6,5,3,2,1,6,6,9,4,8,3,7,6,9,7,1,1,6,1,1,1,5,3
172:3,9,4,9,1,8,9,7,6,9,7,3,1,4,5,1,7,3,5,9,4,7,9,1,5,7,8,7,1,5
173:9,6,1,8,8,9,5,6,5,3,2,8,7,9,6,2,6,7,7,9,6,2,5,6,3,7,2,3,4,6
174:8,5,3,3,8,8,3,5,5,5,3,8,1,4,7,1,4,3,6,2,6,2,4,1,5,2,5,4,3,9
175:8,3,3,8,6,1,3,2,9,8,9,4,5,1,3,4,9,5,4,1,4,6,9,6,9,6,7,2,7,8
176:8,9,6,1,2,1,8,2,2,5,8,9,8,9,6,7,8,7,4,1,1,3,6,1,4,2,9,7,5,6
177:7,5,6,1,7,1,5,3,5,1,3,8,3,7,5,4,3,6,1,4,8,4,4,6,9,9,1,8,9,4
178:1,7,2,8,9,8,3,5,4,5,1,6,2,1,7,7,8,3,9,5,6,8,9,9,5,7,2,3,6,3
179:2,6,3,6,1,1,9,8,3,5,7,1,2,1,7,7,7,2,4,9,3,2,4,4,6,9,6,9,8,9
180:7,9,2,4,5,7,5,8,2,9,1,6,2,1,1,2,9,4,1,5,4,1,4,6,4,4,5,7,2,9
181:3,3,9,5,7,2,4,3,8,7,4,9,3,5,8,3,3,8,8,2,4,9,5,2,2,3,6,6,2,7
182:3,8,6,6,6,9,8,4,9,3,2,5,9,4,5,3,9,6,2,6,8,7,2,2,8,1,6,5,8,6
183:5,8,6,5,1,5,1,1,7,1,9,7,7,3,3,6,4,9,5,1,5,3,5,5,9,3,6,2,9,5
184:3,4,6,6,6,6,9,8,8,9,9,2,8,5,7,9,2,9,1,4,5,8,6,1,8,1,9,7,9,4
185:6,1,7,6,5,6,2,8,5,5,8,3,4,9,5,2,7,2,4,3,8,7,3,8,1,5,3,8,1,5
186:9,7,8,5,5,3,1,6,6,8,4,6,9,9,8,5,9,5,9,3,6,5,1,3,5,2,1,4,1,5
187:7,2,5,9,1,4,9,9,7,7,5,8,2,4,1,6,2,7,8,9,7,7,7,5,3,6,5,2,5,7
188:3,1,4,8,7,5,3,5,9,8,5,1,8,7,9,6,1,6,5,3,6,1,3,3,4,8,8,2,8,6
189:5,5,1,8,4,1,9,3,1,9,9,4,4,2,6,8,8,2,4,7,9,6,2,7,4,6,1,9,1,9
190:1,2,8,8,8,8,2,9,8,7,6,4,3,7,6,2,7,5,6,6,3,6,2,7,6,4,5,6,5,1
191:8,6,5,9,8,4,3,5,3,1,7,4,7,7,2,7,2,2,5,4,4,2,5,4,1,8,3,4,8,8
192:4,7,7,1,2,5,7,5,4,1,1,8,2,5,3,3,5,5,3,2,1,3,2,9,6,1,2,1,1,4
193:5,7,8,4,9,6,9,6,8,2,7,3,8,9,7,2,9,5,9,3,1,5,5,5,2,1,7,5,8,2
194:1,2,3,3,7,7,3,4,3,5,3,1,3,4,9,5,9,7,7,9,5,4,6,9,9,5,4,9,7,7
195:3,7,9,4,8,4,2,1,4,4,4,4,6,4,6,4,7,6,6,7,6,3,5,4,6,9,4,6,2,3
196:9,7,1,5,8,5,7,8,4,8,9,3,8,1,9,2,3,9,9,4,3,3,2,6,8,5,8,1,3,7
197:6,1,5,5,9,8,7,8,9,1,3,1,5,3,2,3,1,9,2,8,6,2,4,4,8,1,8,5,2,7
198:6,8,8,8,9,9,5,9,8,8,2,8,3,8,2,8,5,7,5,1,5,3,9,2,4,4,9,4,3,5
199:1,5,5,5,4,2,6,6,9,6,4,5,2,8,1,5,5,1,1,8,4,3,5,9,8,1,1,9,7,4
200:2,1,3,1,4,9,7,6,2,9,4,8,7,9,2,6,1,1,9,1,6,8,5,3,3,9,7,5,6,9
201:2,7,1,8,3,3,8,1,7,4,5,5,1,6,1,9,7,5,1,6,6,4,3,4,6,4,1,9,3,9
202:6,2,5,6,9,4,6,2,3,9,6,7,3,7,7,7,2,9,9,6,4,1,8,8,8,8,2,7,9,5
203:9,1,5,4,3,6,3,9,2,2,7,7,5,8,9,7,6,7,5,6,8,6,5,9,5,6,2,8,4,2
204:6,7,6,6,9,3,2,4,4,5,8,3,1,9,4,7,7,7,4,7,2,7,8,6,5,8,5,2,8,8
205:9,6,7,8,4,8,8,7,9,4,7,6,8,6,5,1,8,6,3,6,2,2,2,1,7,6,7,8,3,2
206:8,7,3,2,2,5,5,1,2,3,8,5,2,3,2,1,9,6,5,5,5,3,5,3,9,1,1,2,3,2
207:1,4,1,1,6,4,4,7,2,6,5,5,9,4,8,6,3,7,8,3,4,2,6,3,9,2,4,9,4,6
208:6,7,4,6,7,6,8,7,7,8,9,1,1,4,3,2,1,2,5,8,1,7,6,6,2,3,7,2,5,3
209:8,7,3,4,9,7,4,7,6,5,5,8,2,8,2,2,6,9,4,8,4,9,7,7,2,8,6,4,8,8
210:7,7,1,1,6,3,8,7,4,8,6,1,4,5,5,2,5,8,1,6,8,2,4,5,6,5,7,9,3,1
211:1,4,2,6,9,3,9,6,2,5,2,5,8,5,6,9,6,1,5,2,9,6,6,6,5,2,7,3,3,5
212:6,4,4,5,4,9,5,9,2,8,6,2,9,7,9,9,3,9,2,8,8,1,2,4,3,5,9,3,1,9
213:7,8,1,7,7,5,1,8,7,6,7,9,2,2,6,5,8,3,6,8,2,7,9,5,3,9,2,5,7,2
214:1,2,7,9,6,5,7,2,2,9,4,5,2,9,1,9,6,1,4,5,2,1,2,6,8,3,5,9,1,5
215:8,2,5,9,4,6,3,9,9,7,9,8,7,5,2,6,1,7,7,3,6,5,7,9,2,6,7,8,6,9
216:7,3,7,7,8,4,8,3,2,7,5,3,8,2,3,4,2,4,7,9,8,2,3,8,9,2,9,8,4,6
217:4,9,5,3,7,4,8,2,2,2,4,2,3,6,6,1,6,3,5,6,5,1,2,1,3,8,6,3,4,4
218:4,7,8,6,2,4,3,2,9,8,8,8,3,6,8,2,5,7,5,8,4,9,4,4,5,9,3,9,1,9
219:8,5,8,6,4,8,6,6,3,1,6,9,7,5,3,3,5,2,7,8,6,8,3,6,7,5,8,6,7,4
220:8,8,4,4,2,3,3,7,2,9,3,4,1,8,8,5,8,1,7,6,9,6,4,4,5,1,6,5,7,6
221:2,9,4,5,9,2,5,6,4,8,9,4,5,6,4,1,6,8,6,7,5,7,4,7,9,9,7,8,7,1
222:6,1,7,5,6,4,4,2,1,3,5,3,5,4,6,1,5,5,3,1,9,6,4,1,8,8,7,6,9,4
223:2,7,3,1,5,3,9,2,1,1,1,2,6,4,9,2,2,2,4,3,4,4,3,7,3,9,5,8,5,8
224:3,8,9,6,6,1,5,9,7,9,1,2,3,5,1,6,7,4,5,3,6,8,2,3,2,4,4,8,6,4
225:8,7,4,4,1,4,5,2,3,3,1,7,1,6,2,9,8,1,8,7,2,8,1,8,5,1,1,1,1,8
